marital,age,happy,income,health
separated,24.0,pretty happy,"$7,000 to $7,999",good
married,63.0,pretty happy,"$6,000 to $6,999",
separated,35.0,pretty happy,"$10,000 to $14,999",good
widowed,55.0,pretty happy,,fair
married,50.0,very happy,"$25,000 or more",
widowed,77.0,very happy,"$15,000 to $19,999",
widowed,61.0,not too happy,"$5,000 to $5,999",poor
divorced,45.0,pretty happy,"$15,000 to $19,999",
married,50.0,very happy,"$20,000 to $24,999",
married,45.0,pretty happy,"$10,000 to $14,999",
married,29.0,very happy,"$25,000 or more",excellent
married,46.0,pretty happy,"$25,000 or more",good
married,57.0,very happy,"$20,000 to $24,999",fair
never married,26.0,pretty happy,"$25,000 or more",
married,30.0,very happy,"$15,000 to $19,999",good
never married,67.0,pretty happy,"$3,000 to $3,999",good
married,25.0,pretty happy,"$20,000 to $24,999",excellent
widowed,74.0,pretty happy,"$10,000 to $14,999",good
married,28.0,very happy,"$25,000 or more",excellent
married,29.0,very happy,"$25,000 or more",good
married,72.0,very happy,"$25,000 or more",
never married,23.0,very happy,"$6,000 to $6,999",
married,49.0,very happy,"$25,000 or more",good
never married,27.0,pretty happy,"$15,000 to $19,999",excellent
married,27.0,not too happy,"$8,000 to $9,999",good
divorced,38.0,pretty happy,"$15,000 to $19,999",
never married,32.0,pretty happy,"$5,000 to $5,999",
divorced,49.0,not too happy,"$10,000 to $14,999",fair
married,41.0,very happy,"$25,000 or more",
divorced,51.0,pretty happy,,good
married,21.0,very happy,"$10,000 to $14,999",good
widowed,80.0,very happy,"$15,000 to $19,999",
married,42.0,pretty happy,"$10,000 to $14,999",
married,45.0,very happy,,
divorced,28.0,very happy,"$10,000 to $14,999",
married,45.0,pretty happy,"$6,000 to $6,999",good
divorced,39.0,not too happy,"$3,000 to $3,999",fair
married,20.0,pretty happy,"$25,000 or more",fair
married,63.0,very happy,"$25,000 or more",
married,23.0,very happy,"$10,000 to $14,999",
married,41.0,not too happy,"$25,000 or more",fair
married,22.0,not too happy,"$15,000 to $19,999",excellent
married,40.0,not too happy,"$25,000 or more",excellent
separated,37.0,pretty happy,,
married,43.0,very happy,"$25,000 or more",good
married,35.0,pretty happy,"$25,000 or more",good
divorced,38.0,pretty happy,"$5,000 to $5,999",good
married,78.0,very happy,"$20,000 to $24,999",
married,67.0,pretty happy,,good
widowed,68.0,pretty happy,"$10,000 to $14,999",
married,79.0,not too happy,"$10,000 to $14,999",fair
married,52.0,pretty happy,"$20,000 to $24,999",excellent
married,25.0,pretty happy,"$15,000 to $19,999",excellent
widowed,36.0,pretty happy,,
married,41.0,pretty happy,"$25,000 or more",excellent
married,64.0,pretty happy,,fair
divorced,45.0,pretty happy,"$10,000 to $14,999",
widowed,75.0,pretty happy,"$10,000 to $14,999",good
married,36.0,pretty happy,"$25,000 or more",
married,67.0,very happy,"$15,000 to $19,999",good
widowed,70.0,very happy,"$10,000 to $14,999",excellent
widowed,83.0,not too happy,,good
divorced,36.0,pretty happy,"$10,000 to $14,999",good
widowed,61.0,pretty happy,"$10,000 to $14,999",excellent
divorced,28.0,pretty happy,"$25,000 or more",good
married,30.0,pretty happy,"$25,000 or more",fair
never married,30.0,pretty happy,"$20,000 to $24,999",
never married,23.0,very happy,"$25,000 or more",excellent
divorced,42.0,pretty happy,"$25,000 or more",excellent
married,65.0,pretty happy,"$25,000 or more",
married,34.0,very happy,"$25,000 or more",good
married,73.0,pretty happy,"$25,000 or more",fair
married,28.0,very happy,"$25,000 or more",
married,29.0,pretty happy,"$10,000 to $14,999",
never married,54.0,pretty happy,"$10,000 to $14,999",
married,48.0,not too happy,"$8,000 to $9,999",fair
divorced,53.0,not too happy,"$5,000 to $5,999",poor
divorced,45.0,pretty happy,"$8,000 to $9,999",
married,60.0,pretty happy,"$25,000 or more",poor
married,60.0,very happy,"$5,000 to $5,999",
widowed,89.0,pretty happy,"$5,000 to $5,999",
married,46.0,very happy,"$15,000 to $19,999",fair
married,58.0,pretty happy,"$4,000 to $4,999",fair
married,33.0,pretty happy,"$25,000 or more",
never married,25.0,pretty happy,"$25,000 or more",fair
divorced,39.0,pretty happy,"$8,000 to $9,999",good
married,28.0,pretty happy,"$15,000 to $19,999",
married,36.0,very happy,"$25,000 or more",good
widowed,74.0,pretty happy,"$6,000 to $6,999",fair
married,44.0,pretty happy,"$25,000 or more",
married,47.0,very happy,"$25,000 or more",
divorced,38.0,pretty happy,"$20,000 to $24,999",
married,38.0,pretty happy,"$25,000 or more",fair
married,33.0,very happy,"$25,000 or more",excellent
married,48.0,pretty happy,"$25,000 or more",excellent
married,44.0,pretty happy,"$25,000 or more",
married,42.0,very happy,"$25,000 or more",excellent
married,65.0,very happy,"$10,000 to $14,999",
married,49.0,pretty happy,"$25,000 or more",good
married,43.0,very happy,"$25,000 or more",good
widowed,58.0,pretty happy,"$8,000 to $9,999",
married,31.0,pretty happy,"$4,000 to $4,999",good
never married,21.0,not too happy,"$25,000 or more",good
married,43.0,pretty happy,"$25,000 or more",excellent
married,56.0,very happy,"$25,000 or more",fair
married,58.0,pretty happy,"$10,000 to $14,999",good
married,58.0,pretty happy,"$25,000 or more",
married,35.0,very happy,,good
married,39.0,very happy,"$8,000 to $9,999",fair
never married,86.0,pretty happy,,
married,64.0,very happy,,good
married,43.0,very happy,"$5,000 to $5,999",excellent
widowed,59.0,not too happy,"$4,000 to $4,999",poor
widowed,68.0,very happy,"$4,000 to $4,999",
divorced,34.0,pretty happy,"$3,000 to $3,999",
separated,57.0,pretty happy,"$6,000 to $6,999",poor
married,66.0,very happy,"$7,000 to $7,999",
widowed,80.0,very happy,"$15,000 to $19,999",excellent
never married,52.0,pretty happy,"$8,000 to $9,999",fair
never married,45.0,pretty happy,,
married,37.0,pretty happy,"$25,000 or more",good
married,67.0,very happy,,fair
married,46.0,pretty happy,"$25,000 or more",good
never married,28.0,very happy,"$3,000 to $3,999",
widowed,50.0,pretty happy,"$25,000 or more",good
married,56.0,pretty happy,"$25,000 or more",fair
married,39.0,pretty happy,"$20,000 to $24,999",
never married,41.0,very happy,"$20,000 to $24,999",excellent
married,34.0,pretty happy,"$25,000 or more",fair
never married,22.0,pretty happy,"$25,000 or more",
married,70.0,pretty happy,"$10,000 to $14,999",good
married,40.0,very happy,"$8,000 to $9,999",excellent
married,34.0,very happy,"$25,000 or more",excellent
married,51.0,very happy,"$25,000 or more",good
never married,22.0,pretty happy,"$1,000 to $2,999",excellent
divorced,47.0,pretty happy,"$25,000 or more",
married,27.0,pretty happy,"$25,000 or more",excellent
married,36.0,very happy,"$25,000 or more",
married,66.0,very happy,"$25,000 or more",excellent
never married,53.0,not too happy,,
married,41.0,pretty happy,"$25,000 or more",fair
never married,35.0,very happy,"$5,000 to $5,999",fair
divorced,41.0,not too happy,"$25,000 or more",
never married,19.0,pretty happy,"$20,000 to $24,999",good
never married,27.0,pretty happy,"$5,000 to $5,999",good
married,70.0,pretty happy,"$15,000 to $19,999",
separated,63.0,pretty happy,"$7,000 to $7,999",
married,32.0,very happy,"$25,000 or more",excellent
never married,40.0,not too happy,"$10,000 to $14,999",excellent
never married,56.0,pretty happy,"$3,000 to $3,999",good
married,43.0,pretty happy,"$8,000 to $9,999",fair
widowed,64.0,very happy,"$10,000 to $14,999",
married,48.0,very happy,"$25,000 or more",
never married,32.0,pretty happy,"$6,000 to $6,999",
married,89.0,pretty happy,"$3,000 to $3,999",excellent
married,44.0,pretty happy,"$25,000 or more",excellent
never married,34.0,not too happy,"$15,000 to $19,999",excellent
divorced,37.0,very happy,"$25,000 or more",
married,56.0,very happy,"$25,000 or more",
never married,39.0,very happy,"$25,000 or more",
separated,63.0,,,
married,33.0,pretty happy,"$10,000 to $14,999",
married,20.0,very happy,"$10,000 to $14,999",good
never married,27.0,not too happy,"$10,000 to $14,999",
never married,38.0,pretty happy,"$20,000 to $24,999",
widowed,68.0,very happy,"$5,000 to $5,999",excellent
divorced,33.0,very happy,"$20,000 to $24,999",
married,25.0,not too happy,"$20,000 to $24,999",
married,27.0,very happy,"$4,000 to $4,999",
married,29.0,pretty happy,"$25,000 or more",good
married,45.0,pretty happy,"$8,000 to $9,999",good
separated,38.0,pretty happy,"$10,000 to $14,999",good
divorced,37.0,pretty happy,"$8,000 to $9,999",excellent
married,66.0,not too happy,"$25,000 or more",
divorced,43.0,pretty happy,"$3,000 to $3,999",
married,59.0,very happy,,fair
divorced,41.0,pretty happy,"$4,000 to $4,999",excellent
married,42.0,pretty happy,"$25,000 or more",good
never married,22.0,pretty happy,"$8,000 to $9,999",
married,31.0,pretty happy,"$25,000 or more",fair
married,45.0,not too happy,"$25,000 or more",
widowed,70.0,very happy,"$10,000 to $14,999",
married,38.0,pretty happy,,good
married,57.0,pretty happy,"$25,000 or more",
married,72.0,pretty happy,,poor
married,61.0,very happy,"$25,000 or more",
married,51.0,very happy,"$25,000 or more",good
never married,22.0,pretty happy,"$15,000 to $19,999",good
separated,37.0,very happy,"$25,000 or more",good
married,45.0,very happy,"$15,000 to $19,999",
divorced,49.0,pretty happy,"$8,000 to $9,999",
widowed,54.0,not too happy,"$25,000 or more",good
married,28.0,very happy,"$25,000 or more",excellent
divorced,32.0,very happy,"$3,000 to $3,999",fair
married,56.0,pretty happy,"$15,000 to $19,999",good
married,30.0,very happy,"$20,000 to $24,999",
divorced,83.0,very happy,"$1,000 to $2,999",fair
married,29.0,pretty happy,"$15,000 to $19,999",good
married,70.0,very happy,"$20,000 to $24,999",fair
married,32.0,very happy,"$5,000 to $5,999",good
widowed,61.0,pretty happy,"$4,000 to $4,999",fair
widowed,78.0,very happy,"$10,000 to $14,999",good
divorced,39.0,pretty happy,"$20,000 to $24,999",
married,39.0,very happy,"$25,000 or more",good
married,60.0,very happy,"$25,000 or more",excellent
married,38.0,pretty happy,"$25,000 or more",good
married,59.0,pretty happy,,poor
married,38.0,pretty happy,,good
widowed,69.0,very happy,"$20,000 to $24,999",good
married,46.0,pretty happy,"$25,000 or more",excellent
married,38.0,pretty happy,"$25,000 or more",excellent
never married,24.0,pretty happy,,
married,62.0,very happy,"$5,000 to $5,999",
married,60.0,very happy,"$25,000 or more",
divorced,39.0,very happy,"$10,000 to $14,999",good
never married,24.0,pretty happy,"$10,000 to $14,999",
divorced,61.0,very happy,"$7,000 to $7,999",good
married,32.0,pretty happy,"$25,000 or more",excellent
married,35.0,very happy,"$25,000 or more",
never married,26.0,,,good
never married,25.0,pretty happy,"$10,000 to $14,999",excellent
never married,59.0,pretty happy,"$5,000 to $5,999",
never married,46.0,very happy,,excellent
separated,,pretty happy,"$6,000 to $6,999",
divorced,57.0,pretty happy,"$8,000 to $9,999",fair
married,64.0,pretty happy,"$25,000 or more",poor
never married,72.0,pretty happy,"$20,000 to $24,999",fair
married,67.0,very happy,"$20,000 to $24,999",
married,33.0,pretty happy,"$25,000 or more",
never married,23.0,pretty happy,"$20,000 to $24,999",good
separated,33.0,pretty happy,"$25,000 or more",good
married,59.0,very happy,,good
divorced,60.0,pretty happy,"$25,000 or more",
married,77.0,very happy,"$25,000 or more",good
married,52.0,pretty happy,"$25,000 or more",
married,55.0,very happy,"$25,000 or more",good
never married,37.0,very happy,"$15,000 to $19,999",excellent
never married,45.0,pretty happy,"$4,000 to $4,999",
married,34.0,not too happy,,good
married,35.0,not too happy,"$25,000 or more",excellent
never married,35.0,pretty happy,"$6,000 to $6,999",excellent
never married,47.0,not too happy,"$4,000 to $4,999",good
separated,24.0,not too happy,"$10,000 to $14,999",
married,28.0,pretty happy,"$25,000 or more",good
married,57.0,very happy,"$25,000 or more",
married,44.0,very happy,"$25,000 or more",excellent
widowed,75.0,pretty happy,"$20,000 to $24,999",
divorced,58.0,pretty happy,"$25,000 or more",
married,49.0,pretty happy,,
never married,22.0,very happy,"$25,000 or more",
married,44.0,very happy,"$25,000 or more",good
married,48.0,pretty happy,"$25,000 or more",
married,23.0,not too happy,"$20,000 to $24,999",good
widowed,56.0,very happy,"$7,000 to $7,999",excellent
never married,25.0,pretty happy,"$25,000 or more",
widowed,78.0,pretty happy,"$15,000 to $19,999",good
married,37.0,pretty happy,"$25,000 or more",good
married,60.0,very happy,"$10,000 to $14,999",
never married,30.0,very happy,"$10,000 to $14,999",fair
never married,21.0,pretty happy,"$25,000 or more",
widowed,65.0,very happy,"$10,000 to $14,999",good
married,64.0,pretty happy,"$25,000 or more",good
married,31.0,pretty happy,"$25,000 or more",
married,64.0,pretty happy,"$25,000 or more",good
married,39.0,very happy,"$25,000 or more",excellent
never married,29.0,pretty happy,"$25,000 or more",good
separated,57.0,not too happy,"$20,000 to $24,999",good
married,35.0,pretty happy,"$25,000 or more",
never married,22.0,not too happy,"$25,000 or more",excellent
never married,35.0,very happy,"$25,000 or more",excellent
never married,43.0,pretty happy,"$25,000 or more",good
divorced,35.0,very happy,"$25,000 or more",excellent
widowed,70.0,pretty happy,"$10,000 to $14,999",poor
married,49.0,not too happy,"$25,000 or more",good
never married,21.0,pretty happy,,excellent
married,34.0,very happy,"$25,000 or more",
married,34.0,not too happy,"$20,000 to $24,999",excellent
divorced,33.0,not too happy,"$5,000 to $5,999",good
married,31.0,pretty happy,"$25,000 or more",
divorced,50.0,not too happy,"$25,000 or more",good
married,48.0,not too happy,"$25,000 or more",excellent
married,46.0,not too happy,"$25,000 or more",
married,36.0,not too happy,"$25,000 or more",excellent
married,34.0,not too happy,"$15,000 to $19,999",fair
married,22.0,pretty happy,,good
widowed,71.0,not too happy,"$8,000 to $9,999",
never married,37.0,very happy,"$15,000 to $19,999",
widowed,67.0,pretty happy,"$7,000 to $7,999",good
married,61.0,very happy,"$15,000 to $19,999",fair
separated,50.0,pretty happy,"$15,000 to $19,999",
married,49.0,not too happy,"$25,000 or more",good
divorced,65.0,not too happy,"$15,000 to $19,999",
married,39.0,very happy,"$25,000 or more",excellent
widowed,80.0,pretty happy,,
widowed,47.0,very happy,"$25,000 or more",excellent
divorced,61.0,pretty happy,"$25,000 or more",
never married,54.0,pretty happy,"$7,000 to $7,999",poor
never married,28.0,very happy,"$15,000 to $19,999",excellent
never married,59.0,pretty happy,"$25,000 or more",
never married,25.0,pretty happy,"$25,000 or more",excellent
married,77.0,not too happy,,poor
never married,33.0,pretty happy,"$10,000 to $14,999",excellent
never married,43.0,pretty happy,"$8,000 to $9,999",
never married,23.0,pretty happy,"$15,000 to $19,999",excellent
married,20.0,pretty happy,"$10,000 to $14,999",
never married,28.0,not too happy,"$10,000 to $14,999",excellent
divorced,36.0,pretty happy,"$7,000 to $7,999",fair
divorced,36.0,not too happy,"$1,000 to $2,999",
divorced,30.0,pretty happy,"$7,000 to $7,999",fair
married,44.0,pretty happy,"$10,000 to $14,999",fair
never married,37.0,pretty happy,"$25,000 or more",good
married,35.0,very happy,"$8,000 to $9,999",
married,38.0,pretty happy,"$10,000 to $14,999",
married,24.0,very happy,"$25,000 or more",
married,38.0,pretty happy,,
widowed,58.0,not too happy,,excellent
divorced,31.0,pretty happy,"$3,000 to $3,999",
divorced,71.0,pretty happy,"$15,000 to $19,999",
married,54.0,very happy,"$25,000 or more",excellent
widowed,68.0,pretty happy,,good
married,33.0,pretty happy,"$25,000 or more",fair
never married,30.0,pretty happy,"$25,000 or more",excellent
widowed,71.0,pretty happy,"$15,000 to $19,999",good
never married,22.0,very happy,"$25,000 or more",excellent
separated,72.0,very happy,"$25,000 or more",fair
divorced,40.0,pretty happy,"$15,000 to $19,999",
married,43.0,pretty happy,"$25,000 or more",good
separated,51.0,not too happy,"$6,000 to $6,999",
never married,31.0,pretty happy,"$25,000 or more",good
divorced,56.0,,"$25,000 or more",
widowed,85.0,pretty happy,"$7,000 to $7,999",excellent
married,30.0,not too happy,"$25,000 or more",
married,34.0,very happy,"$25,000 or more",excellent
married,35.0,very happy,"$25,000 or more",excellent
never married,25.0,pretty happy,"$25,000 or more",
never married,35.0,pretty happy,"$25,000 or more",excellent
married,42.0,pretty happy,"$25,000 or more",
widowed,75.0,pretty happy,"$6,000 to $6,999",fair
married,29.0,pretty happy,"$25,000 or more",excellent
married,60.0,pretty happy,"$25,000 or more",
widowed,36.0,pretty happy,"$15,000 to $19,999",fair
married,32.0,very happy,"$25,000 or more",excellent
married,34.0,pretty happy,"$25,000 or more",
married,47.0,pretty happy,"$25,000 or more",good
married,50.0,pretty happy,"$25,000 or more",good
married,46.0,very happy,"$25,000 or more",
never married,41.0,not too happy,"$5,000 to $5,999",good
never married,35.0,not too happy,"$15,000 to $19,999",
married,33.0,very happy,"$25,000 or more",good
never married,34.0,pretty happy,"$25,000 or more",
never married,36.0,pretty happy,"$7,000 to $7,999",excellent
never married,26.0,very happy,,excellent
widowed,59.0,,"$7,000 to $7,999",fair
married,41.0,not too happy,"$15,000 to $19,999",
separated,44.0,very happy,"$25,000 or more",good
widowed,74.0,very happy,"$10,000 to $14,999",
widowed,85.0,pretty happy,"$25,000 or more",fair
widowed,71.0,pretty happy,"$25,000 or more",fair
married,27.0,pretty happy,"$25,000 or more",good
widowed,69.0,pretty happy,,poor
never married,20.0,not too happy,"$4,000 to $4,999",excellent
divorced,66.0,pretty happy,"$3,000 to $3,999",
married,40.0,very happy,"$25,000 or more",
married,35.0,pretty happy,"$25,000 or more",
married,33.0,pretty happy,"$25,000 or more",good
married,43.0,very happy,"$25,000 or more",
married,35.0,pretty happy,,
married,27.0,not too happy,,good
married,24.0,pretty happy,"$20,000 to $24,999",good
married,64.0,very happy,"$25,000 or more",
never married,70.0,pretty happy,"$25,000 or more",excellent
divorced,42.0,very happy,"$25,000 or more",excellent
divorced,53.0,not too happy,"$15,000 to $19,999",
married,36.0,pretty happy,"$25,000 or more",
married,75.0,very happy,,
divorced,42.0,pretty happy,"$15,000 to $19,999",good
never married,21.0,pretty happy,"$15,000 to $19,999",excellent
never married,22.0,not too happy,"$4,000 to $4,999",
married,42.0,very happy,"$25,000 or more",good
married,52.0,not too happy,"$25,000 or more",
widowed,63.0,pretty happy,"$25,000 or more",excellent
divorced,56.0,very happy,"$25,000 or more",good
married,38.0,very happy,"$25,000 or more",
divorced,41.0,pretty happy,"$1,000 to $2,999",excellent
widowed,70.0,pretty happy,"$10,000 to $14,999",good
never married,20.0,pretty happy,,excellent
married,41.0,not too happy,"$15,000 to $19,999",fair
widowed,69.0,very happy,"$10,000 to $14,999",excellent
never married,22.0,pretty happy,"$15,000 to $19,999",good
widowed,75.0,very happy,"$10,000 to $14,999",fair
widowed,73.0,pretty happy,"$25,000 or more",
married,70.0,not too happy,"$20,000 to $24,999",poor
married,32.0,pretty happy,"$15,000 to $19,999",good
married,36.0,pretty happy,"$25,000 or more",
married,28.0,pretty happy,"$6,000 to $6,999",fair
married,44.0,pretty happy,"$25,000 or more",good
married,32.0,very happy,"$25,000 or more",
married,58.0,very happy,"$25,000 or more",good
never married,54.0,pretty happy,,fair
married,22.0,pretty happy,"$25,000 or more",
married,27.0,very happy,"$15,000 to $19,999",excellent
never married,28.0,pretty happy,"$20,000 to $24,999",good
separated,31.0,pretty happy,"$10,000 to $14,999",good
never married,18.0,pretty happy,"$25,000 or more",fair
never married,33.0,pretty happy,"$15,000 to $19,999",excellent
never married,27.0,pretty happy,"$25,000 or more",good
separated,38.0,pretty happy,,good
married,37.0,pretty happy,"$25,000 or more",
separated,39.0,very happy,"$25,000 or more",excellent
married,34.0,pretty happy,"$25,000 or more",fair
divorced,38.0,not too happy,"$15,000 to $19,999",
married,47.0,very happy,"$25,000 or more",
married,47.0,pretty happy,"$25,000 or more",good
married,61.0,pretty happy,"$25,000 or more",
married,71.0,not too happy,"$25,000 or more",excellent
never married,21.0,pretty happy,"$15,000 to $19,999",good
never married,21.0,very happy,"$5,000 to $5,999",excellent
never married,21.0,pretty happy,"$8,000 to $9,999",good
never married,21.0,very happy,"$10,000 to $14,999",excellent
never married,26.0,pretty happy,"$10,000 to $14,999",good
divorced,48.0,pretty happy,"$25,000 or more",good
never married,22.0,very happy,,good
married,74.0,very happy,"$25,000 or more",good
never married,21.0,very happy,"$25,000 or more",excellent
married,50.0,very happy,"$25,000 or more",excellent
married,26.0,very happy,"$25,000 or more",
married,40.0,very happy,,good
never married,47.0,not too happy,"$25,000 or more",fair
never married,65.0,not too happy,"$25,000 or more",
separated,39.0,very happy,"$25,000 or more",excellent
never married,37.0,pretty happy,"$25,000 or more",good
divorced,29.0,pretty happy,"$25,000 or more",excellent
never married,31.0,pretty happy,"$25,000 or more",excellent
never married,28.0,very happy,"$20,000 to $24,999",
never married,32.0,very happy,"$25,000 or more",
divorced,85.0,pretty happy,"$15,000 to $19,999",good
never married,33.0,pretty happy,"$20,000 to $24,999",
separated,47.0,very happy,"$25,000 or more",excellent
never married,49.0,pretty happy,,
widowed,68.0,not too happy,"$15,000 to $19,999",fair
never married,22.0,pretty happy,,good
never married,33.0,not too happy,"$25,000 or more",excellent
divorced,72.0,very happy,,good
never married,29.0,very happy,"$25,000 or more",
never married,21.0,very happy,"$10,000 to $14,999",excellent
never married,26.0,very happy,"$25,000 or more",
never married,36.0,very happy,,excellent
never married,22.0,very happy,"$10,000 to $14,999",excellent
married,49.0,very happy,"$15,000 to $19,999",
separated,35.0,pretty happy,"$10,000 to $14,999",fair
never married,68.0,very happy,"$10,000 to $14,999",
married,36.0,pretty happy,"$25,000 or more",excellent
never married,28.0,pretty happy,"$25,000 or more",good
never married,25.0,pretty happy,"$4,000 to $4,999",
married,51.0,pretty happy,,good
divorced,40.0,pretty happy,"$25,000 or more",
never married,26.0,pretty happy,"$25,000 or more",excellent
never married,24.0,pretty happy,"under $1,000",
never married,20.0,very happy,"$10,000 to $14,999",good
never married,23.0,pretty happy,"$10,000 to $14,999",excellent
never married,23.0,pretty happy,"$15,000 to $19,999",
widowed,36.0,not too happy,"$20,000 to $24,999",fair
married,41.0,not too happy,"$20,000 to $24,999",
widowed,83.0,not too happy,"$8,000 to $9,999",excellent
married,70.0,pretty happy,"$25,000 or more",excellent
married,28.0,pretty happy,"$1,000 to $2,999",
married,25.0,pretty happy,"$25,000 or more",excellent
never married,43.0,not too happy,"$8,000 to $9,999",good
separated,39.0,pretty happy,"$25,000 or more",
never married,27.0,very happy,"$25,000 or more",
married,29.0,,"$15,000 to $19,999",good
married,40.0,pretty happy,"$25,000 or more",
divorced,27.0,pretty happy,"$25,000 or more",good
married,40.0,pretty happy,"$25,000 or more",
never married,21.0,very happy,"$25,000 or more",excellent
married,32.0,pretty happy,,
married,53.0,pretty happy,"$25,000 or more",good
married,39.0,very happy,"$25,000 or more",excellent
never married,30.0,pretty happy,"$25,000 or more",excellent
married,47.0,pretty happy,"$25,000 or more",
married,32.0,very happy,"$25,000 or more",excellent
married,48.0,very happy,,
never married,46.0,pretty happy,"$25,000 or more",
widowed,49.0,pretty happy,"$15,000 to $19,999",good
separated,73.0,not too happy,"$1,000 to $2,999",
never married,24.0,very happy,"$25,000 or more",
never married,84.0,pretty happy,"$5,000 to $5,999",excellent
never married,25.0,pretty happy,,excellent
married,27.0,pretty happy,"$25,000 or more",
married,40.0,very happy,"$15,000 to $19,999",
married,27.0,pretty happy,"$15,000 to $19,999",fair
married,43.0,not too happy,"$25,000 or more",fair
married,65.0,very happy,"$25,000 or more",
married,35.0,pretty happy,"$25,000 or more",excellent
never married,25.0,pretty happy,"$25,000 or more",
married,58.0,pretty happy,"$25,000 or more",good
widowed,55.0,pretty happy,,fair
never married,53.0,very happy,"$15,000 to $19,999",
married,70.0,very happy,"$15,000 to $19,999",excellent
never married,35.0,pretty happy,"$25,000 or more",good
divorced,47.0,not too happy,"$15,000 to $19,999",excellent
widowed,61.0,not too happy,"$20,000 to $24,999",
married,35.0,very happy,"$25,000 or more",good
divorced,34.0,very happy,,excellent
married,70.0,pretty happy,"$25,000 or more",
married,67.0,pretty happy,"$25,000 or more",fair
married,35.0,very happy,"$25,000 or more",
married,43.0,pretty happy,"$25,000 or more",good
married,73.0,very happy,"$25,000 or more",excellent
married,35.0,pretty happy,"$25,000 or more",
widowed,89.0,not too happy,,poor
separated,39.0,very happy,"$25,000 or more",excellent
married,33.0,pretty happy,"$25,000 or more",
married,48.0,pretty happy,"$25,000 or more",fair
separated,31.0,pretty happy,"$3,000 to $3,999",
separated,67.0,pretty happy,"$8,000 to $9,999",fair
never married,30.0,pretty happy,"$15,000 to $19,999",good
never married,30.0,not too happy,"$1,000 to $2,999",good
married,71.0,pretty happy,,fair
never married,29.0,pretty happy,"$25,000 or more",good
never married,26.0,pretty happy,"$15,000 to $19,999",excellent
never married,23.0,very happy,"$15,000 to $19,999",
never married,21.0,pretty happy,"$10,000 to $14,999",good
widowed,87.0,pretty happy,"$25,000 or more",good
married,30.0,pretty happy,"$25,000 or more",
married,83.0,pretty happy,"$3,000 to $3,999",good
widowed,80.0,pretty happy,"$5,000 to $5,999",poor
widowed,89.0,pretty happy,"$4,000 to $4,999",
widowed,53.0,pretty happy,"$25,000 or more",
married,62.0,pretty happy,"$25,000 or more",excellent
married,59.0,very happy,"$25,000 or more",excellent
married,35.0,pretty happy,"$25,000 or more",good
married,36.0,very happy,"$25,000 or more",
married,42.0,pretty happy,"$25,000 or more",fair
divorced,34.0,pretty happy,"$25,000 or more",excellent
married,33.0,pretty happy,"$25,000 or more",
married,42.0,not too happy,,good
widowed,74.0,pretty happy,"$15,000 to $19,999",
married,37.0,pretty happy,,
married,50.0,very happy,"$25,000 or more",good
married,52.0,pretty happy,"$25,000 or more",
widowed,71.0,pretty happy,"$10,000 to $14,999",poor
married,34.0,pretty happy,"$25,000 or more",
married,41.0,,"$25,000 or more",good
married,53.0,very happy,"$25,000 or more",good
never married,43.0,very happy,"$25,000 or more",
married,30.0,pretty happy,"$25,000 or more",excellent
divorced,57.0,not too happy,"$25,000 or more",
married,57.0,pretty happy,"$20,000 to $24,999",good
married,39.0,pretty happy,"$25,000 or more",
never married,19.0,pretty happy,,
married,74.0,not too happy,"$10,000 to $14,999",poor
married,73.0,pretty happy,"$25,000 or more",fair
married,27.0,pretty happy,"$25,000 or more",
married,56.0,pretty happy,,excellent
married,66.0,pretty happy,"$15,000 to $19,999",fair
married,73.0,very happy,"$10,000 to $14,999",good
never married,41.0,pretty happy,"$25,000 or more",
married,59.0,very happy,"$25,000 or more",good
never married,36.0,pretty happy,"$25,000 or more",excellent
married,52.0,not too happy,"$25,000 or more",
widowed,89.0,very happy,,excellent
never married,40.0,pretty happy,"$25,000 or more",
married,29.0,pretty happy,"$25,000 or more",good
never married,24.0,pretty happy,"$25,000 or more",excellent
married,40.0,very happy,"$25,000 or more",
married,46.0,pretty happy,"$25,000 or more",
never married,36.0,pretty happy,"$25,000 or more",good
married,39.0,pretty happy,"$25,000 or more",excellent
married,38.0,very happy,"$25,000 or more",good
married,60.0,pretty happy,"$25,000 or more",excellent
divorced,64.0,very happy,"$25,000 or more",
married,43.0,pretty happy,"$25,000 or more",excellent
never married,28.0,pretty happy,"$25,000 or more",good
married,69.0,very happy,"$25,000 or more",excellent
divorced,52.0,pretty happy,"$25,000 or more",good
married,36.0,very happy,"$25,000 or more",
married,50.0,pretty happy,"$25,000 or more",excellent
married,36.0,not too happy,"$25,000 or more",fair
married,76.0,very happy,"$25,000 or more",
divorced,45.0,not too happy,"$20,000 to $24,999",poor
married,48.0,pretty happy,"$25,000 or more",excellent
married,52.0,pretty happy,"$25,000 or more",
married,43.0,very happy,"$25,000 or more",excellent
divorced,30.0,not too happy,,
never married,73.0,very happy,,excellent
widowed,69.0,not too happy,"$15,000 to $19,999",fair
never married,72.0,pretty happy,"$10,000 to $14,999",
widowed,83.0,very happy,,
married,54.0,very happy,"$20,000 to $24,999",good
divorced,39.0,pretty happy,"$25,000 or more",
married,29.0,pretty happy,"$25,000 or more",good
married,76.0,pretty happy,"$15,000 to $19,999",
married,56.0,very happy,,fair
